warning_id,category,rule_id,snippet_id,snippet_type,is_nonlocal,in_pool
lettuce-core#0011,Security,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,s02,enclosing_method,False,True
lettuce-core#0011,Security,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,s01,warning_line,False,True
lettuce-core#0012,Bad practice,CT_CONSTRUCTOR_THROW,s02,enclosing_method,False,True
lettuce-core#0012,Bad practice,CT_CONSTRUCTOR_THROW,s01,warning_line,False,True
lettuce-core#0012,Bad practice,CT_CONSTRUCTOR_THROW,s03,enclosing_class,True,True
lettuce-core#0013,Nullness,NP_BOOLEAN_RETURN_NULL,s02,enclosing_method,False,True
lettuce-core#0013,Nullness,NP_BOOLEAN_RETURN_NULL,s07,callee,True,True
lettuce-core#0013,Nullness,NP_BOOLEAN_RETURN_NULL,s01,warning_line,False,True
lettuce-core#0015,Multithreaded correctness,CWO_CLOSED_WITHOUT_OPENED,s02,enclosing_method,False,True
lettuce-core#0015,Multithreaded correctness,CWO_CLOSED_WITHOUT_OPENED,s01,warning_line,False,True
lettuce-core#0016,Multithreaded correctness,AT_STALE_THREAD_WRITE_OF_PRIMITIVE,s02,enclosing_method,False,True
lettuce-core#0016,Multithreaded correctness,AT_STALE_THREAD_WRITE_OF_PRIMITIVE,s01,warning_line,False,True
lettuce-core#0017,Security,EI_EXPOSE_REP2,s02,enclosing_method,False,True
lettuce-core#0017,Security,EI_EXPOSE_REP2,s05,field_or_type_declaration,True,True
lettuce-core#0017,Security,EI_EXPOSE_REP2,s01,warning_line,False,True
lettuce-core#0018,Bad practice,CN_IMPLEMENTS_CLONE_BUT_NOT_CLONEABLE,s02,enclosing_method,False,True
lettuce-core#0018,Bad practice,CN_IMPLEMENTS_CLONE_BUT_NOT_CLONEABLE,s09,field_or_type_declaration,True,True
lettuce-core#0018,Bad practice,CN_IMPLEMENTS_CLONE_BUT_NOT_CLONEABLE,s01,warning_line,False,True
commons-bcel#0001,Performance,SIC_INNER_SHOULD_BE_STATIC_ANON,s02,enclosing_method,False,True
commons-bcel#0001,Performance,SIC_INNER_SHOULD_BE_STATIC_ANON,s06,field_or_type_declaration,True,True
commons-bcel#0001,Performance,SIC_INNER_SHOULD_BE_STATIC_ANON,s01,warning_line,False,True
commons-bcel#0002,Bad practice,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,s02,enclosing_method,False,True
commons-bcel#0002,Bad practice,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,s06,field_or_type_declaration,True,True
commons-bcel#0002,Bad practice,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,s01,warning_line,False,True
commons-bcel#0003,Bad practice,CT_CONSTRUCTOR_THROW,s02,enclosing_method,False,True
commons-bcel#0003,Bad practice,CT_CONSTRUCTOR_THROW,s07,field_or_type_declaration,True,True
commons-bcel#0003,Bad practice,CT_CONSTRUCTOR_THROW,s01,warning_line,False,True
commons-bcel#0004,Performance,DM_GC,s02,enclosing_method,False,True
commons-bcel#0004,Performance,DM_GC,s06,caller,True,True
commons-bcel#0004,Performance,DM_GC,s01,warning_line,False,True
commons-bcel#0005,Security,MS_MUTABLE_ARRAY,s02,enclosing_method,False,True
commons-bcel#0005,Security,MS_MUTABLE_ARRAY,s01,warning_line,False,True
commons-bcel#0005,Security,MS_MUTABLE_ARRAY,s04,field_or_type_declaration,True,True
commons-bcel#0006,Security,EI_EXPOSE_REP,s02,enclosing_method,False,True
commons-bcel#0006,Security,EI_EXPOSE_REP,s09,field_or_type_declaration,True,True
commons-bcel#0006,Security,EI_EXPOSE_REP,s01,warning_line,False,True
commons-bcel#0008,Bad practice,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,s02,enclosing_method,False,True
commons-bcel#0008,Bad practice,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,s01,warning_line,False,True
commons-bcel#0008,Bad practice,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,s03,enclosing_class,True,True
commons-bcel#0009,Performance,SIC_INNER_SHOULD_BE_STATIC_ANON,s02,enclosing_method,False,True
commons-bcel#0009,Performance,SIC_INNER_SHOULD_BE_STATIC_ANON,s01,warning_line,False,True
commons-bcel#0009,Performance,SIC_INNER_SHOULD_BE_STATIC_ANON,s03,enclosing_class,True,True
mybatis-spring#0001,Bad practice,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,s02,enclosing_method,False,True
mybatis-spring#0001,Bad practice,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,s07,callee,True,True
mybatis-spring#0001,Bad practice,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,s01,warning_line,False,True
