warning_id,strategy,rater,criterion,score
commons-bcel#0008,selected,rater_A,evidence,3
commons-bcel#0008,selected,rater_A,factuality,3
commons-bcel#0008,selected,rater_A,conciseness,4
commons-bcel#0008,selected,rater_B,cause,4
commons-bcel#0008,selected,rater_B,evidence,3
commons-bcel#0008,selected,rater_B,factuality,3
commons-bcel#0008,selected,rater_B,conciseness,4
commons-bcel#0009,local_only,rater_A,cause,3
commons-bcel#0009,local_only,rater_A,evidence,2
commons-bcel#0009,local_only,rater_A,factuality,3
commons-bcel#0009,local_only,rater_A,conciseness,3
commons-bcel#0009,local_only,rater_B,cause,3
commons-bcel#0009,local_only,rater_B,evidence,3
commons-bcel#0009,local_only,rater_B,factuality,3
commons-bcel#0009,local_only,rater_B,conciseness,3
commons-bcel#0009,full,rater_A,cause,4
commons-bcel#0009,full,rater_A,evidence,4
commons-bcel#0009,full,rater_A,factuality,3
commons-bcel#0009,full,rater_A,conciseness,4
commons-bcel#0009,full,rater_B,cause,3
commons-bcel#0009,full,rater_B,evidence,4
commons-bcel#0009,full,rater_B,factuality,4
commons-bcel#0009,full,rater_B,conciseness,3
commons-bcel#0009,selected,rater_A,cause,4
commons-bcel#0009,selected,rater_A,evidence,4
commons-bcel#0009,selected,rater_A,factuality,4
commons-bcel#0009,selected,rater_A,conciseness,4
commons-bcel#0009,selected,rater_B,cause,4
commons-bcel#0009,selected,rater_B,evidence,4
commons-bcel#0009,selected,rater_B,factuality,3
commons-bcel#0009,selected,rater_B,conciseness,4
commons-collections#0001,local_only,rater_A,cause,3
commons-collections#0001,local_only,rater_A,evidence,3
commons-collections#0001,local_only,rater_A,factuality,3
commons-collections#0001,local_only,rater_A,conciseness,3
commons-collections#0001,local_only,rater_B,cause,3
commons-collections#0001,local_only,rater_B,evidence,3
commons-collections#0001,local_only,rater_B,factuality,3
commons-collections#0001,local_only,rater_B,conciseness,3
commons-collections#0001,full,rater_A,cause,4
commons-collections#0001,full,rater_A,evidence,4
commons-collections#0001,full,rater_A,factuality,3
commons-collections#0001,full,rater_A,conciseness,4
commons-collections#0001,full,rater_B,cause,4
commons-collections#0001,full,rater_B,evidence,4
commons-collections#0001,full,rater_B,factuality,4
commons-collections#0001,full,rater_B,conciseness,5
commons-collections#0001,selected,rater_A,cause,4
commons-collections#0001,selected,rater_A,evidence,4
commons-collections#0001,selected,rater_A,factuality,4
commons-collections#0001,selected,rater_A,conciseness,4
commons-collections#0001,selected,rater_B,cause,4
commons-collections#0001,selected,rater_B,evidence,4
commons-collections#0001,selected,rater_B,factuality,5
commons-collections#0001,selected,rater_B,conciseness,3
commons-collections#0002,local_only,rater_A,cause,2
commons-collections#0002,local_only,rater_A,evidence,3
commons-collections#0002,local_only,rater_A,factuality,3
commons-collections#0002,local_only,rater_A,conciseness,4
commons-collections#0002,local_only,rater_B,cause,4
commons-collections#0002,local_only,rater_B,evidence,3
commons-collections#0002,local_only,rater_B,factuality,3
commons-collections#0002,local_only,rater_B,conciseness,3
commons-collections#0002,full,rater_A,cause,4
commons-collections#0002,full,rater_A,evidence,3
commons-collections#0002,full,rater_A,factuality,3
commons-collections#0002,full,rater_A,conciseness,3
commons-collections#0002,full,rater_B,cause,5
commons-collections#0002,full,rater_B,evidence,4
commons-collections#0002,full,rater_B,factuality,3
commons-collections#0002,full,rater_B,conciseness,3
commons-collections#0002,selected,rater_A,cause,3
commons-collections#0002,selected,rater_A,evidence,4
commons-collections#0002,selected,rater_A,factuality,4
commons-collections#0002,selected,rater_A,conciseness,4
commons-collections#0002,selected,rater_B,cause,4
commons-collections#0002,selected,rater_B,evidence,3
commons-collections#0002,selected,rater_B,factuality,4
commons-collections#0002,selected,rater_B,conciseness,4
commons-collections#0003,local_only,rater_A,cause,3
commons-collections#0003,local_only,rater_A,evidence,3
commons-collections#0003,local_only,rater_A,factuality,3
commons-collections#0003,local_only,rater_A,conciseness,4
commons-collections#0003,local_only,rater_B,cause,3
commons-collections#0003,local_only,rater_B,evidence,3
commons-collections#0003,local_only,rater_B,factuality,3
commons-collections#0003,local_only,rater_B,conciseness,3
commons-collections#0003,full,rater_A,cause,4
commons-collections#0003,full,rater_A,evidence,4
commons-collections#0003,full,rater_A,factuality,4
commons-collections#0003,full,rater_A,conciseness,3
commons-collections#0003,full,rater_B,cause,4
commons-collections#0003,full,rater_B,evidence,4
commons-collections#0003,full,rater_B,factuality,3
commons-collections#0003,full,rater_B,conciseness,4
commons-collections#0003,selected,rater_A,cause,4
commons-collections#0003,selected,rater_A,evidence,3
commons-collections#0003,selected,rater_A,factuality,3
commons-collections#0003,selected,rater_A,conciseness,4
commons-collections#0003,selected,rater_B,cause,3
commons-collections#0003,selected,rater_B,evidence,3
commons-collections#0003,selected,rater_B,factuality,3
commons-collections#0003,selected,rater_B,conciseness,4
commons-collections#0004,local_only,rater_A,cause,4
commons-collections#0004,local_only,rater_A,evidence,3
commons-collections#0004,local_only,rater_A,factuality,4
commons-collections#0004,local_only,rater_A,conciseness,4
commons-collections#0004,local_only,rater_B,cause,3
commons-collections#0004,local_only,rater_B,evidence,3
commons-collections#0004,local_only,rater_B,factuality,3
commons-collections#0004,local_only,rater_B,conciseness,3
commons-collections#0004,full,rater_A,cause,4
commons-collections#0004,full,rater_A,evidence,4
commons-collections#0004,full,rater_A,factuality,3
commons-collections#0004,full,rater_A,conciseness,3
commons-collections#0004,full,rater_B,cause,4
commons-collections#0004,full,rater_B,evidence,5
commons-collections#0004,full,rater_B,factuality,4
commons-collections#0004,full,rater_B,conciseness,4
commons-collections#0004,selected,rater_A,cause,4
commons-collections#0004,selected,rater_A,evidence,4
commons-collections#0004,selected,rater_A,factuality,4
commons-collections#0004,selected,rater_A,conciseness,4
commons-collections#0004,selected,rater_B,cause,4
commons-collections#0004,selected,rater_B,evidence,4
commons-collections#0004,selected,rater_B,factuality,4
commons-collections#0004,selected,rater_B,conciseness,4
commons-collections#0005,local_only,rater_A,cause,4
commons-collections#0005,local_only,rater_A,evidence,3
commons-collections#0005,local_only,rater_A,factuality,3
commons-collections#0005,local_only,rater_A,conciseness,3
commons-collections#0005,local_only,rater_B,cause,3
commons-collections#0005,local_only,rater_B,evidence,4
commons-collections#0005,local_only,rater_B,factuality,4
commons-collections#0005,local_only,rater_B,conciseness,3
commons-collections#0005,full,rater_A,cause,4
commons-collections#0005,full,rater_A,evidence,5
commons-collections#0005,full,rater_A,factuality,4
commons-collections#0005,full,rater_A,conciseness,4
commons-collections#0005,full,rater_B,cause,4
commons-collections#0005,full,rater_B,evidence,4
commons-collections#0005,full,rater_B,factuality,4
commons-collections#0005,full,rater_B,conciseness,4
commons-collections#0005,selected,rater_A,cause,4
commons-collections#0005,selected,rater_A,evidence,4
commons-collections#0005,selected,rater_A,factuality,4
commons-collections#0005,selected,rater_A,conciseness,3
commons-collections#0005,selected,rater_B,cause,4
commons-collections#0005,selected,rater_B,evidence,4
commons-collections#0005,selected,rater_B,factuality,5
commons-collections#0005,selected,rater_B,conciseness,4
commons-collections#0006,local_only,rater_A,cause,3
commons-collections#0006,local_only,rater_A,evidence,3
commons-collections#0006,local_only,rater_A,factuality,3
commons-collections#0006,local_only,rater_A,conciseness,4
commons-collections#0006,local_only,rater_B,cause,4
commons-collections#0006,local_only,rater_B,evidence,4
commons-collections#0006,local_only,rater_B,factuality,4
commons-collections#0006,local_only,rater_B,conciseness,4
commons-collections#0006,full,rater_A,cause,5
commons-collections#0006,full,rater_A,evidence,4
commons-collections#0006,full,rater_A,factuality,3
commons-collections#0006,full,rater_A,conciseness,4
commons-collections#0006,full,rater_B,cause,3
commons-collections#0006,full,rater_B,evidence,4
commons-collections#0006,full,rater_B,factuality,4
commons-collections#0006,full,rater_B,conciseness,3
commons-collections#0006,selected,rater_A,cause,4
commons-collections#0006,selected,rater_A,evidence,4
commons-collections#0006,selected,rater_A,factuality,4
commons-collections#0006,selected,rater_A,conciseness,4
commons-collections#0006,selected,rater_B,cause,4
commons-collections#0006,selected,rater_B,evidence,5
commons-collections#0006,selected,rater_B,factuality,4
commons-collections#0006,selected,rater_B,conciseness,4
commons-collections#0007,local_only,rater_A,cause,4
commons-collections#0007,local_only,rater_A,evidence,3
commons-collections#0007,local_only,rater_A,factuality,3
commons-collections#0007,local_only,rater_A,conciseness,3
commons-collections#0007,local_only,rater_B,cause,4
commons-collections#0007,local_only,rater_B,evidence,3
commons-collections#0007,local_only,rater_B,factuality,4
commons-collections#0007,local_only,rater_B,conciseness,4
commons-collections#0007,full,rater_A,cause,4
commons-collections#0007,full,rater_A,evidence,4
commons-collections#0007,full,rater_A,factuality,4
commons-collections#0007,full,rater_A,conciseness,4
commons-collections#0007,full,rater_B,cause,4
commons-collections#0007,full,rater_B,evidence,4
commons-collections#0007,full,rater_B,factuality,4
commons-collections#0007,full,rater_B,conciseness,3
commons-collections#0007,selected,rater_A,cause,4
commons-collections#0007,selected,rater_A,evidence,4
commons-collections#0007,selected,rater_A,factuality,4
commons-collections#0007,selected,rater_A,conciseness,3
commons-collections#0007,selected,rater_B,cause,4
commons-collections#0007,selected,rater_B,evidence,4
commons-collections#0007,selected,rater_B,factuality,4
commons-collections#0007,selected,rater_B,conciseness,4
commons-compress#0001,local_only,rater_A,cause,4
commons-compress#0001,local_only,rater_A,evidence,3
commons-compress#0001,local_only,rater_A,factuality,3
commons-compress#0001,local_only,rater_A,conciseness,4
commons-compress#0001,local_only,rater_B,cause,3
commons-compress#0001,local_only,rater_B,evidence,3
commons-compress#0001,local_only,rater_B,factuality,4
commons-compress#0001,local_only,rater_B,conciseness,4
commons-compress#0001,full,rater_A,cause,4
commons-compress#0001,full,rater_A,evidence,4
commons-compress#0001,full,rater_A,factuality,4
commons-compress#0001,full,rater_A,conciseness,4
commons-compress#0001,full,rater_B,cause,3
commons-compress#0001,full,rater_B,evidence,4
commons-compress#0001,full,rater_B,factuality,4
commons-compress#0001,full,rater_B,conciseness,4
commons-compress#0001,selected,rater_A,cause,4
commons-compress#0001,selected,rater_A,evidence,4
commons-compress#0001,selected,rater_A,factuality,4
commons-compress#0001,selected,rater_A,conciseness,4
commons-compress#0001,selected,rater_B,cause,4
commons-compress#0001,selected,rater_B,evidence,4
commons-compress#0001,selected,rater_B,factuality,3
commons-compress#0001,selected,rater_B,conciseness,4
commons-compress#0003,local_only,rater_A,cause,4
commons-compress#0003,local_only,rater_A,evidence,2
commons-compress#0003,local_only,rater_A,factuality,3
commons-compress#0003,local_only,rater_A,conciseness,4
commons-compress#0003,local_only,rater_B,cause,3
commons-compress#0003,local_only,rater_B,evidence,3
commons-compress#0003,local_only,rater_B,factuality,3
commons-compress#0003,local_only,rater_B,conciseness,3
commons-compress#0003,full,rater_A,cause,4
commons-compress#0003,full,rater_A,evidence,3
commons-compress#0003,full,rater_A,factuality,4
commons-compress#0003,full,rater_A,conciseness,4
commons-compress#0003,full,rater_B,cause,4
commons-compress#0003,full,rater_B,evidence,3
commons-compress#0003,full,rater_B,factuality,4
commons-compress#0003,full,rater_B,conciseness,4
commons-compress#0003,selected,rater_A,cause,4
commons-compress#0003,selected,rater_A,evidence,4
commons-compress#0003,selected,rater_A,factuality,3
commons-compress#0003,selected,rater_A,conciseness,4
commons-compress#0003,selected,rater_B,cause,4
commons-compress#0003,selected,rater_B,evidence,4
commons-compress#0003,selected,rater_B,factuality,4
commons-compress#0003,selected,rater_B,conciseness,3
commons-compress#0004,local_only,rater_A,cause,3
commons-compress#0004,local_only,rater_A,evidence,3
commons-compress#0004,local_only,rater_A,factuality,3
commons-compress#0004,local_only,rater_A,conciseness,3
commons-compress#0004,local_only,rater_B,cause,4
commons-compress#0004,local_only,rater_B,evidence,3
commons-compress#0004,local_only,rater_B,factuality,4
commons-compress#0004,local_only,rater_B,conciseness,3
commons-compress#0004,full,rater_A,cause,4
commons-compress#0004,full,rater_A,evidence,4
commons-compress#0004,full,rater_A,factuality,4
commons-compress#0004,full,rater_A,conciseness,4
commons-compress#0004,full,rater_B,cause,4
commons-compress#0004,full,rater_B,evidence,4
commons-compress#0004,full,rater_B,factuality,4
commons-compress#0004,full,rater_B,conciseness,3
commons-compress#0004,selected,rater_A,cause,4
commons-compress#0004,selected,rater_A,evidence,5
commons-compress#0004,selected,rater_A,factuality,4
commons-compress#0004,selected,rater_A,conciseness,4
commons-compress#0004,selected,rater_B,cause,3
commons-compress#0004,selected,rater_B,evidence,4
commons-compress#0004,selected,rater_B,factuality,4
commons-compress#0004,selected,rater_B,conciseness,4
commons-compress#0007,local_only,rater_A,cause,4
commons-compress#0007,local_only,rater_A,evidence,2
commons-compress#0007,local_only,rater_A,factuality,3
commons-compress#0007,local_only,rater_A,conciseness,4
commons-compress#0007,local_only,rater_B,cause,3
commons-compress#0007,local_only,rater_B,evidence,2
commons-compress#0007,local_only,rater_B,factuality,3
commons-compress#0007,local_only,rater_B,conciseness,3
commons-compress#0007,full,rater_A,cause,4
commons-compress#0007,full,rater_A,evidence,4
commons-compress#0007,full,rater_A,factuality,3
commons-compress#0007,full,rater_A,conciseness,4
commons-compress#0007,full,rater_B,cause,4
commons-compress#0007,full,rater_B,evidence,4
commons-compress#0007,full,rater_B,factuality,4
commons-compress#0007,full,rater_B,conciseness,4
commons-compress#0007,selected,rater_A,cause,4
commons-compress#0007,selected,rater_A,evidence,4
commons-compress#0007,selected,rater_A,factuality,4
commons-compress#0007,selected,rater_A,conciseness,4
commons-compress#0007,selected,rater_B,cause,4
commons-compress#0007,selected,rater_B,evidence,4
commons-compress#0007,selected,rater_B,factuality,4
commons-compress#0007,selected,rater_B,conciseness,4
commons-compress#0008,local_only,rater_A,cause,3
commons-compress#0008,local_only,rater_A,evidence,3
commons-compress#0008,local_only,rater_A,factuality,3
commons-compress#0008,local_only,rater_A,conciseness,3
commons-compress#0008,local_only,rater_B,cause,3
commons-compress#0008,local_only,rater_B,evidence,3
commons-compress#0008,local_only,rater_B,factuality,3
commons-compress#0008,local_only,rater_B,conciseness,3
commons-compress#0008,full,rater_A,cause,4
commons-compress#0008,full,rater_A,evidence,4
commons-compress#0008,full,rater_A,factuality,4
commons-compress#0008,full,rater_A,conciseness,4
commons-compress#0008,full,rater_B,cause,4
commons-compress#0008,full,rater_B,evidence,4
commons-compress#0008,full,rater_B,factuality,3
commons-compress#0008,full,rater_B,conciseness,3
commons-compress#0008,selected,rater_A,cause,4
commons-compress#0008,selected,rater_A,evidence,4
commons-compress#0008,selected,rater_A,factuality,4
commons-compress#0008,selected,rater_A,conciseness,4
commons-compress#0008,selected,rater_B,cause,3
commons-compress#0008,selected,rater_B,evidence,4
commons-compress#0008,selected,rater_B,factuality,4
commons-compress#0008,selected,rater_B,conciseness,3
commons-compress#0009,local_only,rater_A,cause,3
commons-compress#0009,local_only,rater_A,evidence,3
commons-compress#0009,local_only,rater_A,factuality,3
commons-compress#0009,local_only,rater_A,conciseness,3
commons-compress#0009,local_only,rater_B,cause,2
commons-compress#0009,local_only,rater_B,evidence,3
commons-compress#0009,local_only,rater_B,factuality,3
commons-compress#0009,local_only,rater_B,conciseness,4
commons-compress#0009,full,rater_A,cause,4
commons-compress#0009,full,rater_A,evidence,4
commons-compress#0009,full,rater_A,factuality,4
commons-compress#0009,full,rater_A,conciseness,4
commons-compress#0009,full,rater_B,cause,4
commons-compress#0009,full,rater_B,evidence,4
commons-compress#0009,full,rater_B,factuality,4
commons-compress#0009,full,rater_B,conciseness,3
commons-compress#0009,selected,rater_A,cause,4
commons-compress#0009,selected,rater_A,evidence,4
commons-compress#0009,selected,rater_A,factuality,4
commons-compress#0009,selected,rater_A,conciseness,4
commons-compress#0009,selected,rater_B,cause,4
commons-compress#0009,selected,rater_B,evidence,4
commons-compress#0009,selected,rater_B,factuality,3
commons-compress#0009,selected,rater_B,conciseness,4
commons-compress#0010,local_only,rater_A,cause,3
commons-compress#0010,local_only,rater_A,evidence,3
commons-compress#0010,local_only,rater_A,factuality,3
commons-compress#0010,local_only,rater_A,conciseness,4
commons-compress#0010,local_only,rater_B,cause,3
commons-compress#0010,local_only,rater_B,evidence,3
commons-compress#0010,local_only,rater_B,factuality,4
commons-compress#0010,local_only,rater_B,conciseness,3
commons-compress#0010,full,rater_A,cause,4
commons-compress#0010,full,rater_A,evidence,4
commons-compress#0010,full,rater_A,factuality,4
commons-compress#0010,full,rater_A,conciseness,4
commons-compress#0010,full,rater_B,cause,4
commons-compress#0010,full,rater_B,evidence,3
commons-compress#0010,full,rater_B,factuality,4
commons-compress#0010,full,rater_B,conciseness,3
commons-compress#0010,selected,rater_A,cause,3
commons-compress#0010,selected,rater_A,evidence,3
commons-compress#0010,selected,rater_A,factuality,4
commons-compress#0010,selected,rater_A,conciseness,3
commons-compress#0010,selected,rater_B,cause,3
commons-compress#0010,selected,rater_B,evidence,4
commons-compress#0010,selected,rater_B,factuality,3
commons-compress#0010,selected,rater_B,conciseness,4
commons-compress#0011,local_only,rater_A,cause,4
commons-compress#0011,local_only,rater_A,evidence,3
commons-compress#0011,local_only,rater_A,factuality,3
commons-compress#0011,local_only,rater_A,conciseness,3
commons-compress#0011,local_only,rater_B,cause,2
commons-compress#0011,local_only,rater_B,evidence,4
commons-compress#0011,local_only,rater_B,factuality,3
commons-compress#0011,local_only,rater_B,conciseness,3
commons-compress#0011,full,rater_A,cause,4
commons-compress#0011,full,rater_A,evidence,4
commons-compress#0011,full,rater_A,factuality,4
commons-compress#0011,full,rater_A,conciseness,4
commons-compress#0011,full,rater_B,cause,4
commons-compress#0011,full,rater_B,evidence,4
commons-compress#0011,full,rater_B,factuality,4
commons-compress#0011,full,rater_B,conciseness,4
commons-compress#0011,selected,rater_A,cause,4
commons-compress#0011,selected,rater_A,evidence,4
commons-compress#0011,selected,rater_A,factuality,3
commons-compress#0011,selected,rater_A,conciseness,4
commons-compress#0011,selected,rater_B,cause,4
commons-compress#0011,selected,rater_B,evidence,4
commons-compress#0011,selected,rater_B,factuality,4
commons-compress#0011,selected,rater_B,conciseness,4
commons-compress#0012,local_only,rater_A,cause,3
commons-compress#0012,local_only,rater_A,evidence,3
commons-compress#0012,local_only,rater_A,factuality,3
commons-compress#0012,local_only,rater_A,conciseness,4
commons-compress#0012,local_only,rater_B,cause,3
commons-compress#0012,local_only,rater_B,evidence,3
commons-compress#0012,local_only,rater_B,factuality,3
commons-compress#0012,local_only,rater_B,conciseness,3
commons-compress#0012,full,rater_A,cause,4
commons-compress#0012,full,rater_A,evidence,4
commons-compress#0012,full,rater_A,factuality,4
commons-compress#0012,full,rater_A,conciseness,4
commons-compress#0012,full,rater_B,cause,4
commons-compress#0012,full,rater_B,evidence,4
commons-compress#0012,full,rater_B,factuality,4
commons-compress#0012,full,rater_B,conciseness,3
commons-compress#0012,selected,rater_A,cause,4
commons-compress#0012,selected,rater_A,evidence,4
commons-compress#0012,selected,rater_A,factuality,3
commons-compress#0012,selected,rater_A,conciseness,4
commons-compress#0012,selected,rater_B,cause,4
commons-compress#0012,selected,rater_B,evidence,4
commons-compress#0012,selected,rater_B,factuality,4
commons-compress#0012,selected,rater_B,conciseness,4
commons-compress#0013,local_only,rater_A,cause,3
commons-compress#0013,local_only,rater_A,evidence,3
commons-compress#0013,local_only,rater_A,factuality,3
commons-compress#0013,local_only,rater_A,conciseness,3
commons-compress#0013,local_only,rater_B,cause,3
commons-compress#0013,local_only,rater_B,evidence,3
commons-compress#0013,local_only,rater_B,factuality,3
commons-compress#0013,local_only,rater_B,conciseness,3
commons-compress#0013,full,rater_A,cause,4
commons-compress#0013,full,rater_A,evidence,4
commons-compress#0013,full,rater_A,factuality,3
commons-compress#0013,full,rater_A,conciseness,3
commons-compress#0013,full,rater_B,cause,4
commons-compress#0013,full,rater_B,evidence,4
commons-compress#0013,full,rater_B,factuality,4
commons-compress#0013,full,rater_B,conciseness,4
commons-compress#0013,selected,rater_A,cause,3
commons-compress#0013,selected,rater_A,evidence,4
commons-compress#0013,selected,rater_A,factuality,4
commons-compress#0013,selected,rater_A,conciseness,4
commons-compress#0013,selected,rater_B,cause,4
commons-compress#0013,selected,rater_B,evidence,5
